study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Devineni2015c	moderate_hepatic	8.0	CAN300	tmax	canagliflozin	plasma	LC MS/MS	NA	NA	NA	2.0	1.0	5.0	NA	NA	NA	hr	NA
Devineni2015c	moderate_hepatic	8.0	CAN300	thalf	canagliflozin	plasma	LC MS/MS	NA	NA	13.1	NA	NA	NA	3.05	NA	NA	hr	NA
Devineni2015c	moderate_hepatic	8.0	CAN300	 oral-clearance	canagliflozin	plasma	LC MS/MS	NA	NA	11.6	NA	NA	NA	2.4	NA	NA	l/hr	NA
Devineni2015c	moderate_hepatic	8.0	CAN300	recovery	canagliflozin	plasma	LC MS/MS	24.0	hr	1.5	NA	NA	NA	0.33	NA	NA	percent	NA
Devineni2015c	moderate_hepatic	8.0	CAN300	clearance_renal	canagliflozin	plasma	LC MS/MS	NA	NA	0.17	NA	NA	NA	0.046	NA	NA	l/hr	NA
Devineni2015c	normal_hepatic	8.0	CAN300	cmax	M7	plasma	LC MS/MS	NA	NA	1913.0	NA	NA	NA	986.0	NA	NA	ng/ml	NA
Devineni2015c	normal_hepatic	8.0	CAN300	auc_inf	M7	plasma	LC MS/MS	NA	NA	19513.0	NA	NA	NA	8979.0	NA	NA	ng/ml*hr	NA
Devineni2015c	normal_hepatic	8.0	CAN300	tmax	M7	plasma	LC MS/MS	NA	NA	NA	2.5	2.0	6.0	NA	NA	NA	hr	NA
Devineni2015c	normal_hepatic	8.0	CAN300	thalf	M7	plasma	LC MS/MS	NA	NA	15.6	NA	NA	NA	2.93	NA	NA	hr	NA
Devineni2015c	normal_hepatic	8.0	CAN300	recovery	M7	plasma	LC MS/MS	24.0	hr	17.2	NA	NA	NA	4.01	NA	NA	percent	NA
Devineni2015c	normal_hepatic	8.0	CAN300	clearance_renal	M7	plasma	LC MS/MS	NA	NA	4.2	NA	NA	NA	1.6	NA	NA	l/hr	NA
Devineni2015c	mild_hepatic	8.0	CAN300	cmax	M7	plasma	LC MS/MS	NA	NA	2488.0	NA	NA	NA	906.0	NA	NA	ng/ml	NA
Devineni2015c	mild_hepatic	8.0	CAN300	auc_inf	M7	plasma	LC MS/MS	NA	NA	31599.0	NA	NA	NA	15477.0	NA	NA	ng/ml*hr	NA
Devineni2015c	mild_hepatic	8.0	CAN300	tmax	M7	plasma	LC MS/MS	NA	NA	NA	3.0	2.0	6.0	NA	NA	NA	hr	NA
Devineni2015c	mild_hepatic	8.0	CAN300	thalf	M7	plasma	LC MS/MS	NA	NA	18.4	NA	NA	NA	4.18	NA	NA	hr	NA
Devineni2015c	mild_hepatic	8.0	CAN300	recovery	M7	plasma	LC MS/MS	24.0	hr	22.9	NA	NA	NA	4.27	NA	NA	percent	NA
Devineni2015c	mild_hepatic	8.0	CAN300	clearance_renal	M7	plasma	LC MS/MS	NA	NA	4.0	NA	NA	NA	1.81	NA	NA	l/hr	NA
Devineni2015c	moderate_hepatic	8.0	CAN300	cmax	M7	plasma	LC MS/MS	NA	NA	2903.0	NA	NA	NA	1125.0	NA	NA	ng/ml	NA
Devineni2015c	moderate_hepatic	8.0	CAN300	auc_inf	M7	plasma	LC MS/MS	NA	NA	38953.0	NA	NA	NA	7820.0	NA	NA	ng/ml*hr	NA
Devineni2015c	moderate_hepatic	8.0	CAN300	tmax	M7	plasma	LC MS/MS	NA	NA	NA	4.5	2.0	6.0	NA	NA	NA	hr	NA
Devineni2015c	moderate_hepatic	8.0	CAN300	thalf	M7	plasma	LC MS/MS	NA	NA	14.0	NA	NA	NA	3.21	NA	NA	hr	NA
Devineni2015c	moderate_hepatic	8.0	CAN300	recovery	M7	plasma	LC MS/MS	24.0	hr	34.5	NA	NA	NA	15.5	NA	NA	percent	NA
Devineni2015c	moderate_hepatic	8.0	CAN300	clearance_renal	M7	plasma	LC MS/MS	NA	NA	3.8	NA	NA	NA	1.42	NA	NA	l/hr	NA
Devineni2015c	normal_hepatic	8.0	CAN300	cmax	M5	plasma	LC MS/MS	NA	NA	1565.0	NA	NA	NA	884.0	NA	NA	ng/ml	NA
Devineni2015c	normal_hepatic	8.0	CAN300	auc_inf	M5	plasma	LC MS/MS	NA	NA	18939.0	NA	NA	NA	7318.0	NA	NA	ng/ml*hr	NA
Devineni2015c	normal_hepatic	8.0	CAN300	tmax	M5	plasma	LC MS/MS	NA	NA	NA	4.0	2.0	6.0	NA	NA	NA	hr	NA
Devineni2015c	normal_hepatic	8.0	CAN300	thalf	M5	plasma	LC MS/MS	NA	NA	14.4	NA	NA	NA	3.21	NA	NA	hr	NA
Devineni2015c	normal_hepatic	8.0	CAN300	recovery	M5	plasma	LC MS/MS	24.0	hr	8.2	NA	NA	NA	2.13	NA	NA	percent	NA
Devineni2015c	normal_hepatic	8.0	CAN300	clearance_renal	M5	plasma	LC MS/MS	NA	NA	2.0	NA	NA	NA	0.49	NA	NA	l/hr	NA
Devineni2015c	mild_hepatic	8.0	CAN300	cmax	M5	plasma	LC MS/MS	NA	NA	1387.0	NA	NA	NA	517.0	NA	NA	ng/ml	NA
Devineni2015c	mild_hepatic	8.0	CAN300	auc_inf	M5	plasma	LC MS/MS	NA	NA	21028.0	NA	NA	NA	11282.0	NA	NA	ng/ml*hr	NA
Devineni2015c	mild_hepatic	8.0	CAN300	tmax	M5	plasma	LC MS/MS	NA	NA	NA	4.0	1.5	6.0	NA	NA	NA	hr	NA
Devineni2015c	mild_hepatic	8.0	CAN300	thalf	M5	plasma	LC MS/MS	NA	NA	17.1	NA	NA	NA	2.44	NA	NA	hr	NA
Devineni2015c	mild_hepatic	8.0	CAN300	recovery	M5	plasma	LC MS/MS	24.0	hr	9.4	NA	NA	NA	2.8	NA	NA	percent	NA
Devineni2015c	mild_hepatic	8.0	CAN300	clearance_renal	M5	plasma	LC MS/MS	NA	NA	2.3	NA	NA	NA	0.76	NA	NA	l/hr	NA
Devineni2015c	moderate_hepatic	8.0	CAN300	cmax	M5	plasma	LC MS/MS	NA	NA	1648.0	NA	NA	NA	465.0	NA	NA	ng/ml	NA
Devineni2015c	moderate_hepatic	8.0	CAN300	auc_inf	M5	plasma	LC MS/MS	NA	NA	26117.0	NA	NA	NA	8778.0	NA	NA	ng/ml*hr	NA
Devineni2015c	moderate_hepatic	8.0	CAN300	tmax	M5	plasma	LC MS/MS	NA	NA	NA	4.5	2.0	5.0	NA	NA	NA	hr	NA
Devineni2015c	moderate_hepatic	8.0	CAN300	thalf	M5	plasma	LC MS/MS	NA	NA	12.5	NA	NA	NA	3.34	NA	NA	hr	NA
Devineni2015c	moderate_hepatic	8.0	CAN300	recovery	M5	plasma	LC MS/MS	24.0	hr	10.0	NA	NA	NA	2.65	NA	NA	percent	NA
Devineni2015c	moderate_hepatic	8.0	CAN300	clearance_renal	M5	plasma	LC MS/MS	NA	NA	1.8	NA	NA	NA	0.9	NA	NA	l/hr	NA
