study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Inagaki2014	normal renal	12.0	CAN100	cmax	M5	plasma	LC MS/MS	NA	NA	546.5	NA	NA	NA	153.46	NA	NA	ng/ml	NA
Inagaki2014	normal renal	12.0	CAN100	auc_inf	M5	plasma	LC MS/MS	NA	NA	6454.0	NA	NA	NA	2047.0	NA	NA	ng/ml*hr	NA
Inagaki2014	normal renal	12.0	CAN100	tmax	M5	plasma	LC MS/MS	NA	NA	NA	2.0	1.5	4.0	NA	NA	NA	hr	NA
Inagaki2014	normal renal	12.0	CAN100	thalf	M5	plasma	LC MS/MS	NA	NA	12.28	NA	NA	NA	2.42	NA	NA	hr	NA
Inagaki2014	moderate renal	12.0	CAN100	cmax	M5	plasma	LC MS/MS	NA	NA	630.42	NA	NA	NA	153.46	NA	NA	ng/ml	NA
Inagaki2014	moderate renal	12.0	CAN100	auc_inf	M5	plasma	LC MS/MS	NA	NA	11132.0	NA	NA	NA	4798.0	NA	NA	ng/ml*hr	NA
Inagaki2014	moderate renal	12.0	CAN100	tmax	M5	plasma	LC MS/MS	NA	NA	NA	2.0	1.5	4.0	NA	NA	NA	hr	NA
Inagaki2014	moderate renal	12.0	CAN100	thalf	M5	plasma	LC MS/MS	NA	NA	14.79	NA	NA	NA	4.44	NA	NA	hr	NA
Inagaki2014	normal renal	12.0	CAN200	cmax	M5	plasma	LC MS/MS	NA	NA	1032.92	NA	NA	NA	247.63	NA	NA	ng/ml	NA
Inagaki2014	normal renal	12.0	CAN200	auc_inf	M5	plasma	LC MS/MS	NA	NA	13487.0	NA	NA	NA	4124.0	NA	NA	ng/ml*hr	NA
Inagaki2014	normal renal	12.0	CAN200	tmax	M5	plasma	LC MS/MS	NA	NA	NA	2.0	1.5	6.0	NA	NA	NA	hr	NA
Inagaki2014	normal renal	12.0	CAN200	thalf	M5	plasma	LC MS/MS	NA	NA	12.33	NA	NA	NA	2.32	NA	NA	hr	NA
Inagaki2014	moderate renal	12.0	CAN200	cmax	M5	plasma	LC MS/MS	NA	NA	1267.33	NA	NA	NA	365.18	NA	NA	ng/ml	NA
Inagaki2014	moderate renal	12.0	CAN200	auc_inf	M5	plasma	LC MS/MS	NA	NA	22729.0	NA	NA	NA	8912.0	NA	NA	ng/ml*hr	NA
Inagaki2014	moderate renal	12.0	CAN200	tmax	M5	plasma	LC MS/MS	NA	NA	NA	2.0	1.5	4.0	NA	NA	NA	hr	NA
Inagaki2014	moderate renal	12.0	CAN200	thalf	M5	plasma	LC MS/MS	NA	NA	14.63	NA	NA	NA	5.45	NA	NA	hr	NA
Inagaki2014	normal renal	12.0	CAN100	cmax	M7	plasma	LC MS/MS	NA	NA	1092.08	NA	NA	NA	333.58	NA	NA	ng/ml	NA
Inagaki2014	normal renal	12.0	CAN100	auc_inf	M7	plasma	LC MS/MS	NA	NA	10152.0	NA	NA	NA	3659.0	NA	NA	ng/ml*hr	NA
Inagaki2014	normal renal	12.0	CAN100	tmax	M7	plasma	LC MS/MS	NA	NA	NA	2.0	2.0	4.0	NA	NA	NA	hr	NA
Inagaki2014	normal renal	12.0	CAN100	thalf	M7	plasma	LC MS/MS	NA	NA	12.13	NA	NA	NA	2.74	NA	NA	hr	NA
Inagaki2014	moderate renal	12.0	CAN100	cmax	M7	plasma	LC MS/MS	NA	NA	1461.67	NA	NA	NA	565.5	NA	NA	ng/ml	NA
Inagaki2014	moderate renal	12.0	CAN100	auc_inf	M7	plasma	LC MS/MS	NA	NA	18205.0	NA	NA	NA	9025.0	NA	NA	ng/ml*hr	NA
Inagaki2014	moderate renal	12.0	CAN100	tmax	M7	plasma	LC MS/MS	NA	NA	NA	2.0	2.0	4.0	NA	NA	NA	hr	NA
Inagaki2014	moderate renal	12.0	CAN100	thalf	M7	plasma	LC MS/MS	NA	NA	15.62	NA	NA	NA	4.35	NA	NA	hr	NA
Inagaki2014	normal renal	12.0	CAN200	cmax	M7	plasma	LC MS/MS	NA	NA	2040.0	NA	NA	NA	780.85	NA	NA	ng/ml	NA
Inagaki2014	normal renal	12.0	CAN200	auc_inf	M7	plasma	LC MS/MS	NA	NA	20307.0	NA	NA	NA	8333.0	NA	NA	ng/ml*hr	NA
Inagaki2014	normal renal	12.0	CAN200	tmax	M7	plasma	LC MS/MS	NA	NA	NA	2.0	1.5	6.0	NA	NA	NA	hr	NA
Inagaki2014	normal renal	12.0	CAN200	thalf	M7	plasma	LC MS/MS	NA	NA	12.07	NA	NA	NA	2.21	NA	NA	hr	NA
Inagaki2014	moderate renal	12.0	CAN200	cmax	M7	plasma	LC MS/MS	NA	NA	2715.83	NA	NA	NA	898.3	NA	NA	ng/ml	NA
Inagaki2014	moderate renal	12.0	CAN200	auc_inf	M7	plasma	LC MS/MS	NA	NA	33927.0	NA	NA	NA	13214.0	NA	NA	ng/ml*hr	NA
Inagaki2014	moderate renal	12.0	CAN200	tmax	M7	plasma	LC MS/MS	NA	NA	NA	2.0	2.0	4.0	NA	NA	NA	hr	NA
Inagaki2014	moderate renal	12.0	CAN200	thalf	M7	plasma	LC MS/MS	NA	NA	15.26	NA	NA	NA	6.57	NA	NA	hr	NA
